Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
061-044-536-194-606,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,M. Matthes; null Hahn; null Hueppe; Emil Neisser; null Dietlen; null Jonas; null Edens; null Herzfeld; null Christeller; null Weigert; null Ulrici; null Deusch; null Zinn; null Sturmann; null Melchior; null Schlesinger; null Mendel; A. W. Fischer; null Thannhaüser; null Griesbach; null Bauer; null Hayward; null Frik; null Hellwig; null v. Lichtenberg; null Peiper; null Israel; null Schrader; null Dietrich; null Kuhn; null Rost; null Finkenrath; null Heyn; null Tobler; null Oppenheimer; null Juliusberg; null Valentin; null Meyer; null Simon,,2,40,1853,1860,,,,,,,http://dx.doi.org/10.1007/bf01716659,,10.1007/bf01716659,,,0,,0
061-300-496-614-038,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,W. Berg; null Neisser; null Lipschitz; null Dietrich; null Freudenberg; null Westenhöfer; null Fischer; null Peiper; A. W. Fischer; null Friedberg; null Oppenheimer; null Simon; null Hayward; null Valentin; null Weigert; null Eckstein; null Dessecker; null Jonas; null Fiskenrath; null Halberstädter; null Engwer; null Tobler; null Glaserfeid; null Halberstaedter; null Buschke; null Schrader; null Israel; null Köllner; null Meesmann; null Igersheimer; null Steindorff; null Hellwig; null Gottstein; null Reiter; null Schönberg; null Lochte,,1,23,1172,1182,,,,,,,http://dx.doi.org/10.1007/bf01715100,,10.1007/bf01715100,,,0,,0
061-658-366-138-367,A mathematical theory of migration.,1978-11-01,1978,journal article,Environment and Planning A: Economy and Space,0308518x; 14723409,SAGE Publications,United Kingdom,Waldo R. Tobler,Section 1 considers growth of a population; section 2 treats geographical migration by analogy to the flow of heat; section 3 combines sections 1 and 2 and includes immigration; in section 4 are assembled empirical observations taken from the recent United States experience. These are designed to provide a test of the theory.,10,11,1223,1239,Mathematical economics; Economics; Empirical evidence; Mathematical theory; Section (archaeology); Population; Flow (mathematics); Economic growth; Analogy; Immigration,,,,,https://journals.sagepub.com/doi/abs/10.1068/a101223 https://ideas.repec.org/a/sae/envira/v10y1978i11p1223-1239.html http://journals.sagepub.com/doi/10.1068/a101223 https://EconPapers.repec.org/RePEc:sae:envira:v:10:y:1978:i:11:p:1223-1239 http://www.ncbi.nlm.nih.gov/pubmed/12310527 http://journals.sagepub.com/doi/abs/10.1068/a101223,http://dx.doi.org/10.1068/a101223,,10.1068/a101223,2162279091,,0,085-337-341-128-641; 096-990-474-626-370; 126-427-768-556-228; 126-960-495-999-677; 160-706-144-459-627,69
063-556-435-282-166,Einzelreferate und Buchbesprechungen,,1931,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,L. Krehl; null Kraas; null Tobler; null Wohlwill; null Schübel; null Sperling; null Oppenheimer; null Eisner-Behrend; null Goldstein; W. Fischer; null Hegler; null Buschke; null Lewy; null Meltzer; null Eltzer; null Herzfeld; null Holthusen; null Deusch; null Koenigsfeld; null Edens; null Blumenfeldt; H. Hirschfeld; null Blumenfeldt; null Rosenow; H. Meltzer; C. v. Noorden; null Griesbach; null Sperling; null Klose; null Jonas; null Loewenberg; null Preuss; null Rohrschneider; Kurt Steindorff; null Steindorff,,10,15,707,714,,,,,,,http://dx.doi.org/10.1007/bf01742393,,10.1007/bf01742393,,,0,,0
064-145-756-383-849,Combinatorial procedures for the analysis of alternate models: An example from interregional migration,,1983,journal article,Papers of the Regional Science Association,10568190; 14355957,Springer Science and Business Media LLC,,Nathan Gale; Lawrence J. Hubert; Waldo R. Tobler; Reginald G. Golledge,,53,1,105,115,,,,,,,http://dx.doi.org/10.1007/bf01939921,,10.1007/bf01939921,,,0,007-656-117-709-694; 008-122-966-974-249; 013-407-151-308-640; 015-461-601-967-871; 016-316-099-759-932; 018-681-844-326-634; 023-625-988-749-50X; 032-596-308-625-738; 052-842-597-695-324; 066-469-032-022-750; 095-305-359-631-786; 102-859-466-558-314; 105-441-855-867-891; 115-256-290-825-974; 124-313-065-881-19X; 181-851-851-638-002,5
065-194-428-891-163,Spatial Interaction Patterns,1976-01-01,1976,journal article,Journal of Environmental Systems,00472433; 15413802,Portico,United States,Waldo R. Tobler,"An algebraic examination of spatial models leads to the conclusion that a convenient description of the pattern of flows implicit in a geographical interaction table is obtained by displaying a field of vectors computed from the relative net exchanges. The vector field approximates the gradient of a scalar potential, and this may be invoked to explain the flows. The method can be applied to asymmetrical tables of a non-geographical nature.",6,4,271,301,Statistical physics; Field (geography); Table (information); Net (mathematics); Geometry; Spatial interaction; Scalar potential; Mathematics; Vector field; Algebraic number,,,,,http://pure.iiasa.ac.at/id/eprint/241/,http://dx.doi.org/10.2190/vakc-3grf-3xug-wy4w,,10.2190/vakc-3grf-3xug-wy4w,1990040210,,0,019-505-412-517-465; 023-527-534-097-077; 026-691-911-295-110; 029-090-213-156-370; 052-647-244-969-20X; 060-641-322-904-536; 063-461-052-851-26X; 078-267-515-580-28X; 104-999-299-006-383; 125-408-166-534-371; 128-586-272-149-988; 133-480-660-475-991; 139-614-088-148-146; 191-056-984-093-931; 193-508-575-050-33X; 197-889-527-881-275,100
065-875-482-824-520,Map projection transformation,1999-12-16,1999,book,,,,,Qihe Yang; John P. Snyder; Waldo R. Tobler,"With the advance of science and technology, there have been breakthroughs in the field of classical research and methods of map projection. Among these, computer science and space science have had the greater influence upon the field of research and the formation of a working body of map projection, developing them in breadth and depth. This book reflects several aspects of the development of modern mathematical cartography, especially the theory and methods of map projection transformation. Map projection transformation is an area of research in mathematical cartography newly developed over the last 25 years. It is widely used in surveying and computer-assisted cartography, data processing for information systems, and the transformation of data from space, remote sensing, and other space sciences. The development of map projection transformation not only expands new areas of research on mathematical cartography, but it also further develops the applied area with the creation and application of map projection transformation software and mapping mathematics bases on the computer.",,,,,Transformation (function); Computer graphics (images); Data processing; Field (geography); Map projection; Space Science; Information system; Development (topology); Software,,,,,https://openlibrary.org/books/OL7963614M/Map_Projection_Transformation https://www.amazon.com/Map-Projection-Transformation-Principles-Applications/dp/0748406689 https://www.taylorfrancis.com/books/mono/10.1201/9781003062738/map-projection-transformation-waldo-tobler-john-snyder-qihe-yang http://ci.nii.ac.jp/ncid/BA46379163,https://openlibrary.org/books/OL7963614M/Map_Projection_Transformation,,,3094683468,,0,,93
065-990-912-770-061,Einzelreferate und Buchbesprechungen,,1925,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null His; O. Heubner; Günther Hertwig; null Valentin; null Koenigsfeld; null Buschke; null Eisner-Behrend; null Tobler; null Sturmann; null Grassheim; null Halberstaedter; W. Heubner; null Straus; null Herzfeld; null Starkenstein; null Peiper; null Jonas; null Oppenheimer; null Zinn; null Eckstein; null Schall; null Vaternahm; null Weigert; null Christeller; null Warsow; null Schmitz; null Putter; null Bernhardt; null Gottschalk; null Griesbach; W. Fischer; null Mendel; null Goldstein; O. Wiener; Caesar Hirsch; null Preuss; null Esch; null Vogel; null Cramer,,4,43,2075,2083,,,,,,,http://dx.doi.org/10.1007/bf01713531,,10.1007/bf01713531,,,0,,0
066-273-274-242-233,Prion protein: a role in sleep regulation?,,1999,journal article,Journal of Sleep Research,09621105; 13652869,Wiley,United Kingdom,null Huber; null Deboer; null Tobler,,8,S1,30,36,,,,,,,http://dx.doi.org/10.1046/j.1365-2869.1999.00006.x,,10.1046/j.1365-2869.1999.00006.x,,,0,000-789-190-467-884; 007-143-427-879-716; 007-531-871-767-192; 009-386-871-932-068; 011-222-898-353-075; 013-825-882-367-654; 018-921-602-802-239; 023-269-688-560-969; 032-248-930-673-894; 033-699-251-008-234; 039-062-857-478-257; 040-126-471-803-69X; 040-660-042-962-879; 050-218-564-306-685; 054-289-184-009-076; 062-646-250-572-995; 071-772-765-956-684; 072-170-022-600-44X; 079-265-175-913-064; 081-300-443-155-275; 082-135-199-505-666; 083-356-287-547-343; 084-420-223-182-605; 096-063-760-723-350; 096-423-287-142-601; 108-184-734-890-539; 119-510-166-259-393; 125-640-082-240-778; 144-665-141-899-813,35
067-280-518-231-71X,A Model of Geographical Movement,,1981,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler,The model described here provides an accounting of movement and also yields a method of estimating geographical maps of a relocation process along with the corresponding table of estimated net movements solely from a knowledge of the total amount of change at specific places. The use of the model for studying and forecasting internal migration patterns is discussed. Maps are constructed to illustrate observed net migration for the United States between 1965 and 1970 as well as estimated trajectories of population flow and estimated net interstate population movement for the periods 1965-1970 and 1970-1976 (EXCERPT),13,1,1,20,Econometrics; Demography; Geography; Net migration rate; Internal migration; Relocation; Movement (music); Population; Theoretical models; Research methodology; Geographical maps,,,,,https://www.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1981.tb00711.x http://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1981.tb00711.x/abstract https://www.researchgate.net/profile/Waldo_Tobler/publication/229763154_A_Model_of_Geographic_Movement/links/547f37430cf2d2200edebd11.pdf,http://dx.doi.org/10.1111/j.1538-4632.1981.tb00711.x,,10.1111/j.1538-4632.1981.tb00711.x,2071871921,,0,006-485-578-775-176; 026-041-275-794-685; 031-918-977-245-516; 035-509-626-383-683; 041-658-614-339-032; 044-053-349-999-562; 047-425-286-511-374; 052-647-244-969-20X; 052-763-051-592-467; 054-827-821-803-906; 062-990-522-181-676; 067-032-027-327-319; 067-993-513-268-396; 071-291-807-915-083; 074-606-876-553-859; 081-673-402-045-602; 083-151-249-615-756; 104-430-392-684-027; 105-441-855-867-891; 112-910-503-194-26X; 113-070-297-568-562; 113-586-580-636-441; 118-971-505-811-687; 126-509-214-863-807; 166-331-477-536-555; 178-719-589-874-002,96
067-294-725-552-767,The organization of infant care in the canton of Aargau.,,1949,journal article,Annales paediatrici. International review of pediatrics,03654966,,Switzerland,T Baumann; W Tobler; G Fanconi,,172,4,186,,Infant Care; Infant Welfare; Family medicine; Medicine,INFANT WELFARE,Humans; Infant; Infant Welfare,,,http://www.ncbi.nlm.nih.gov/pubmed/18130166,https://www.ncbi.nlm.nih.gov/pubmed/18130166,18130166,,3089526096,,0,,0
067-880-228-676-816,Ziele und Grenzen der schulischen Sexualerziehung,,1972,journal article,Zeitschrift für Prāventivmedizin - Revue de Médecine Préventive,03038408; 1420911x,Springer Science and Business Media LLC,Switzerland,W. Tobler,,17,1,16,20,Public health; Political science; Environmental health,,,,,https://link.springer.com/article/10.1007/BF02034144,http://dx.doi.org/10.1007/bf02034144,,10.1007/bf02034144,2019339553,,0,,0
068-469-523-332-916,Smooth Multidimensional Interpolation,2010-09-03,2010,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler; Susan Kennedy,,17,3,251,257,Stairstep interpolation; Linear interpolation; Interpolation; Trilinear interpolation; Multivariate interpolation; Bilinear interpolation; Nearest-neighbor interpolation; Applied mathematics; Spline interpolation; Mathematics,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1985.tb00846.x/epdf https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1538-4632.1985.tb00846.x,http://dx.doi.org/10.1111/j.1538-4632.1985.tb00846.x,,10.1111/j.1538-4632.1985.tb00846.x,1968143723,,0,006-485-578-775-176; 017-341-933-558-667; 020-105-170-342-465; 024-963-192-653-682; 025-403-812-384-227; 037-300-345-617-709; 040-144-687-191-02X; 041-203-917-714-070; 059-650-024-496-908; 061-804-056-318-322; 081-673-402-045-602; 091-808-827-145-770; 100-613-240-618-14X; 101-810-626-628-817; 110-737-301-389-107; 114-811-204-882-15X; 118-237-376-128-673; 140-838-847-990-114; 165-030-482-867-425; 175-760-755-429-613; 183-879-568-270-190; 189-416-140-846-459,15
068-702-228-174-829,"Mundhöhle, Speiseröhre",,1944,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Raub; null Zavka; Arthur Hintze; null Tobler,,54,S4,181,183,,,,,,,http://dx.doi.org/10.1007/bf01621436,,10.1007/bf01621436,,,0,,0
068-872-557-909-971,Morphologie,,1931,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,H. Brach; null Tobler; Erich Hempel; null Sponholz; null Eichengrün; H. Roth; null Sulzberger,,33,S5,137,147,,,,,,,http://dx.doi.org/10.1007/bf01636986,,10.1007/bf01636986,,,0,,0
069-248-415-872-912,Männliches Genitale,,1942,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Sonntag; null Tobler; null Goebel; null Werthemann,,52,S5,368,370,,,,,,,http://dx.doi.org/10.1007/bf01629995,,10.1007/bf01629995,,,0,,0
071-116-903-908-133,Exploring the anchor-point hypothesis of spatial cognition,,1987,journal article,Journal of Environmental Psychology,02724944; 15229610,Elsevier BV,United States,Helen Couclelis; Reginald G. Golledge; Nathan Gale; Waldo R. Tobler,,7,2,99,122,Psychology; Cognition; Cognitive map; Spatial organization; Cognitive psychology; Spatial cognition; Space (commercial competition); Hierarchical organization; Salient; Social psychology; Mental mapping,,,,,http://www.sciencedirect.com/science/article/pii/S0272494487800208 https://psycnet.apa.org/record/1988-18761-001 https://www.sciencedirect.com/science/article/abs/pii/S0272494487800208,http://dx.doi.org/10.1016/s0272-4944(87)80020-8,,10.1016/s0272-4944(87)80020-8,2039039191,,0,011-230-281-441-315; 015-301-879-828-152; 017-669-918-857-81X; 018-594-607-102-13X; 019-892-028-395-689; 020-823-201-923-905; 024-126-502-205-466; 026-423-854-518-304; 029-832-398-325-416; 033-529-478-152-941; 034-451-791-764-206; 036-616-049-977-19X; 043-961-866-946-597; 046-346-092-320-703; 047-116-933-879-118; 072-260-213-560-742; 074-203-293-291-774; 079-706-208-862-437; 080-649-776-472-442; 080-688-218-800-503; 082-618-839-056-448; 099-196-867-386-313; 143-840-074-475-154; 148-528-283-406-652; 154-087-933-864-054; 183-671-219-354-721; 188-173-764-587-272; 194-680-480-468-718,320
071-483-712-058-88X,Einzelreferate und Buchbesprechungen,,1930,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,Günther Just; W. Vogt; null Spiro; null Külbs; null Teutschlaender; null Tobler; W. Fischer; null Gottschalk; null Vaternahm; null Grassheim; null Holthusen; null Finkenrath; null Weigert; null Seligmann; null Schmitz; null Finkenrath; null Koenigsfeld; null Herzfeld; null Kraas; G. Rosenow; null Riebeling; null Rosenow; H. Hirschfeld; Oswald Schwarz; null Voelcker; null Melchior; null Rosenberg; null Nonnenbruch; R. Gaupp; null Schumacher; null Jonas; null Valentin; null Simon; null Mendel; Erwin Straus; E. Straus; null Koenigsfeld; null Friedemann; null Lang,,9,36,1689,1696,,,,,,,http://dx.doi.org/10.1007/bf01740423,,10.1007/bf01740423,,,0,,0
071-626-044-496-782,Commentary On “The Highest Form of the Geographer's Art”,,1982,journal article,Annals of the Association of American Geographers,00045608; 14678306,Informa UK Limited,United Kingdom,Reginald G. Golledge; Richard L. Church; Jeffrey Dozier; John E. Estes; Joel Michaelsen; David S. Sirnonett; Raymond C. Smith; Terence R. Smith; Alan H. Strahler; Waldo R. Tobler,"(1982). Commentary On “The Highest Form of the Geographer's Art”. Annals of the Association of American Geographers: Vol. 72, No. 4, pp. 557-558.",72,4,557,558,Art; Anthropology; Geographer; Annals,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-8306.1982.tb01848.x/abstract https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1982.tb01848.x,http://dx.doi.org/10.1111/j.1467-8306.1982.tb01848.x,,10.1111/j.1467-8306.1982.tb01848.x,1967856452,,0,038-208-320-723-286,18
072-418-390-026-046,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Reinfurth; null Abderhalden; E. Mangold; null Embden; Emil Neisser; null Freudenberg; null Schübel; null Griesbach; null Tobler; null Hellwig; null Oppenheimer; null Melchior; A. W. Fischer; null Hayward; null Manteufel; null Eisner; null Schiff; null Eisner-Behrend; null Weigert; null Deusch; null Simon; null Eckstein; null Edens; null Meyer; null Valentin; null Steiner; null Herzfeld; null Friedemann; null Lochte; null Goldstein; null Wiener; null Naef; null KÖllner; null Meesmann; null Steindorff; null Nadoleczny; null Preuss; null Esch; null SchÖnberg; null Vogel; null Euler; null Hauberrisser,,2,37-38,1767,1777,,,,,,,http://dx.doi.org/10.1007/bf01715004,,10.1007/bf01715004,,,0,,0
072-843-367-173-651,Comparison of Plane Forms,2010-09-03,2010,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler,"Nonlinear two-dimensional grid transformations are used to compare plane figures. The method is based on the identification of homologous points, and thus can be considered as a bidimensional extension of ordinary curvilinear regression, but is here approached from the point of view of cartography. All of the techniques illustrated by Thompson in 1917 can be mimicked by the computer program. Extensions of the method, based on the derivatives of the transformations, permit the determination of the axes of principal change, and also suggest numerical measures for the degree of similarity of topologically equivalent figures. Applications are illustrated in biology and geography, and more general uses are suggested.",10,2,154,162,Nonlinear system; Topological conjugacy; Plane (geometry); Grid; Pure mathematics; Geometry; Computer program; Extension (predicate logic); Point (geometry); Mathematics; Curvilinear coordinates,,,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1978.tb00004.x https://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1978.tb00004.x,http://dx.doi.org/10.1111/j.1538-4632.1978.tb00004.x,,10.1111/j.1538-4632.1978.tb00004.x,2077665812,,1,007-544-185-074-313; 022-966-010-699-606; 030-681-432-601-251; 032-489-484-757-840; 051-258-120-837-138; 067-911-480-349-744; 087-462-977-133-580; 140-814-257-485-533; 142-167-353-044-660; 144-535-211-672-206,12
072-934-609-934-032,Pseudo-Cartograms,,1986,journal article,The American Cartographer,00941689,Informa UK Limited,,Waldo R. Tobler,,13,1,43,50,,,,,,,http://dx.doi.org/10.1559/152304086783900194,,10.1559/152304086783900194,,,0,,35
073-309-395-293-788,The Treatment of Infections Conditions in Childhood,,1914,journal article,The American Journal of the Medical Sciences,00029629,Elsevier BV,United States,null Tobler,,148,5,765,,Pediatrics; Medicine,,,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00000441-191411000-00055,http://dx.doi.org/10.1097/00000441-191411000-00055,,10.1097/00000441-191411000-00055,2319446066,,0,,0
073-886-468-540-963,Intraosseous calvarial meningioma of the skull presenting as a solitary osteolytic skull lesion: case report and review of the literature.,,1994,report,Acta neurochirurgica,00016268; 09420940,Springer Wien,Germany,A Ghobashy; W Tobler,"Intraosseous calvarial meningiomas, defined as meningiomas confined to the skull with no epidural or subcutaneous component, are rare and usually exhibit osteoblastic activity. We present a case of a primary intraosseous meningioma in the right frontal bone that presented radiologically as a solitary lytic skull lesion and was completely excised. The lesion was benign without recurrence for 1 1/2 years. According to our review of the literature, our case is the first with documentation on computed tomography. In cases of solitary osteolytic skull lesions, meningioma should be considered even though it may not seem likely, because management will be directed to radical excision with good prognosis rather than biopsy.",129,1-2,105,108,,,"Aged; Female; Frontal Bone/diagnostic imaging; Humans; Meningeal Neoplasms/diagnostic imaging; Meningioma/diagnostic imaging; Osteolysis/diagnostic imaging; Skull Neoplasms/diagnostic imaging; Stereotaxic Techniques; Tomography, X-Ray Computed",,,,http://dx.doi.org/10.1007/bf01400883,7998488,10.1007/bf01400883,,,0,003-361-354-102-307; 003-831-526-944-580; 004-359-835-556-071; 005-063-480-723-881; 009-566-292-080-671; 011-930-144-343-038; 012-361-749-925-689; 015-329-018-655-258; 015-956-746-543-396; 018-815-455-362-19X; 021-247-923-827-687; 022-754-584-559-907; 025-674-757-415-530; 025-939-939-618-727; 029-264-160-298-750; 029-794-554-336-068; 034-677-034-588-657; 035-108-275-766-561; 036-301-117-925-521; 044-015-591-095-097; 047-238-998-194-123; 053-583-638-707-92X; 054-765-441-550-782; 056-123-961-209-906; 058-521-548-322-530; 060-633-653-555-094; 062-450-143-532-408; 065-442-085-439-246; 067-405-531-090-882; 070-086-757-044-101; 074-242-211-889-118; 115-111-912-086-516; 117-748-899-875-537; 140-723-457-457-138,22
073-896-825-567-291,Zur Frage der Leukocidinproduktion durch die pyogenen Staphylokokken und über den Antileukocidingehalt des Säuglings- und Mutterserums,,1924,journal article,Zeitschrift für Kinderheilkunde,03406199; 14321076,Springer Science and Business Media LLC,Germany,W. Tobler,,37,5-6,354,360,,,,,,,http://dx.doi.org/10.1007/bf02225387,,10.1007/bf02225387,,,0,,0
073-956-577-042-85X,Phagocytosestudien bei Säuglingen und ihren Müttern: I. Mitteilung. Über den Einfluß von kindlichem und mütterlichem Serum auf die Phagocytose von Staphylococcus aureus durch Meerschweinchenleukocyten,,1924,journal article,Zeitschrift für Die Gesamte Experimentelle Medizin,03728722; 14338580; 03728552,Springer Science and Business Media LLC,Germany,W. Tobler,,41,1,550,557,,,,,,https://link.springer.com/content/pdf/10.1007/BF02758795.pdf,http://dx.doi.org/10.1007/bf02758795,,10.1007/bf02758795,3105291214,,0,078-118-127-134-721,2
074-233-093-580-384,A Graphical Introduction to Survey Adjustment,1995-10-01,1995,journal article,Cartographica: The International Journal for Geographic Information and Geovisualization,03177173; 19119925,University of Toronto Press Inc. (UTPress),Canada,Waldo R. Tobler,"It is important that cartographers, and others who use geographic information, understand the procedures used to adjust empirical measurements made for the purpose of specifying locations. Two new graphical interpretations of reconciling distance or directional observations are presented in this paper. These graphics are consistent with standard practice, but treat the problems in a somewhat more general, non-mathematical manner, facilitating understanding. An example is given using driving distances to obtain a map configuration for points in the United States. Une introduction graphique a la compensation des leves Il est important que les cartographes et tout autre usager d'information geographique comprennent les procedures utilisees pour compenser les mesures empiriques effectuees pour determiner des positions. Cet article presente deux nouvelles interpretations graphiques pour reconcilier les observations de distances et de directions. Ces graphiques respectent la pratique courante mais traitent les ...",32,1,33,42,Library science; Geography; Graphics; Determiner; Cartography,,,,,https://www.utpjournals.press/doi/abs/10.3138/E157-8650-4G3V-MH80,http://dx.doi.org/10.3138/e157-8650-4g3v-mh80,,10.3138/e157-8650-4g3v-mh80,2037577632,,0,044-819-848-386-505; 060-641-322-904-536; 063-109-030-882-089; 065-906-991-595-286; 172-268-488-668-412,5
077-155-601-746-108,Interpolation of images via histosplines,,1979,journal article,Computer Graphics and Image Processing,0146664x,Elsevier BV,United States,W. Tobler; J. Lau,,9,1,77,81,Algorithm; Image (mathematics); Mathematical analysis; Piecewise; Quadratic function; Interpolation; Digital pictures; Mathematics; Histogram,,,,,https://www.sciencedirect.com/science/article/abs/pii/0146664X79900844,http://dx.doi.org/10.1016/0146-664x(79)90084-4,,10.1016/0146-664x(79)90084-4,2039729357,,0,002-251-655-793-785; 033-115-806-145-717; 089-228-952-818-863; 103-855-596-281-024; 128-162-804-458-29X; 184-099-393-658-511,9
077-604-006-155-056,Magen,,1941,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Lenkeit; null Tobler; K. Nissen; null Merten; Hans Freytag,,51,4-5,466,468,,,,,,,http://dx.doi.org/10.1007/bf01881320,,10.1007/bf01881320,,,0,,0
079-039-591-681-914,The hyperelliptical and other new pseudo cylindrical equal area map projections,1973-04-10,1973,journal article,Journal of Geophysical Research,01480227,American Geophysical Union (AGU),United States,Waldo R. Tobler,"Several, mostly new, finite parameter instances of a special class of map projections are derived, illustrated, and evaluated. It is demonstrated that most of the usual evaluation measures are ordinally equivalent and thus that any one of them suffices. The new projections are shown to be at least as good as existing projections and appear otherwise advantageous.",78,11,1753,1759,Statistics; Map projection; Pure mathematics; Special class; Mathematics,,,,,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB078i011p01753 https://ui.adsabs.harvard.edu/abs/1973JGR....78.1753T/abstract http://onlinelibrary.wiley.com/doi/10.1029/JB078i011p01753/full https://onlinelibrary.wiley.com/doi/10.1029/JB078i011p01753/abstract,http://dx.doi.org/10.1029/jb078i011p01753,,10.1029/jb078i011p01753,2019104998,,0,020-738-061-800-260; 030-267-873-758-947; 061-593-491-464-263; 100-387-406-330-080; 111-953-891-019-669; 142-481-267-646-185; 148-323-528-005-517; 178-210-071-936-799,28
079-179-532-964-986,A digital terrain library : technical report,,1968,book,,,,,Waldo R. Tobler; Charles Moler Davis,,,,,,Computer graphics (images); Terrain; Libre Map Project; Technical report; Geography,,,,,http://ci.nii.ac.jp/ncid/BB08049081 https://deepblue.lib.umich.edu/handle/2027.42/7971,http://ci.nii.ac.jp/ncid/BB08049081,,,572325265,,0,,0
079-322-881-269-614,SOME NEW EQUAL AREA MAP PROJECTIONS,,1964,journal article,Survey Review,00396265; 17522706,Informa UK Limited,United Kingdom,Waldo R. Tobler,"AbstractThe investigation which follows was undertaken in order to clarify some confusion regarding the elliptical equal-area projection attributed to Hammer. In the course of this investigation a number of new equal-area projections of the sphere were discovered. These projections are all bounded by a circle or an ellipse. The resulting maps are of some theoretical interest and are attractive in appearance, though the angular distortion (as measured by Tissot's indicatrix) exceeds that of already available projections.",17,131,240,243,Tissot's indicatrix; Map projection; Geometry; Course (navigation); Angular distortion; Mathematics; Bounded function; Scale (map); Projection (mathematics); Ellipse,,,,,https://www.tandfonline.com/doi/abs/10.1179/sre.1964.17.131.240,http://dx.doi.org/10.1179/sre.1964.17.131.240,,10.1179/sre.1964.17.131.240,2079965334,,0,122-300-488-461-394,17
079-544-261-455-196,Zeitschriften,,1933,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,W. Fischer; null Wohlwill; null Simons; null Tobler; null Holthusen; null Eisner; null Vaternahm; null Herzfeld; null Grassheim; null Hirsch; null Oberniedermayr; null Buschke; null Griesbach; null Sperling; null Gottschalk; null Schumacher; null Jonas; null Valentin; null Zorn; null Meyer-Burgdorff; null Michaelis; null Mendel; null Friedemann; null Riebeling,,12,36,1421,1426,,,,,,,http://dx.doi.org/10.1007/bf01784977,,10.1007/bf01784977,,,0,,0
081-523-207-911-858,Einzelreferate und Buchbesprechungen,,1925,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,A. Gottstein; null Tobler; null Jonas; null Koenigsfeld; null Peiper; A. W. Fischer; null Grassheim; null Schall; null Schübel; null Oppenheimer; null Braun; null Zinn; null Deusch; null Warsow; null Freudenberg; null Eisner-Behrend; null Sperling; null Eckstein; null Heyn; null Straus; null Weigert; null Jaffe; O. Wiener; null Valentin; null Herzfeld; null Simon; null Mendel; null Goldstein; null Sturmann; null Preuss; null Esch; null Euler,,4,27,1320,1329,,,,,,,http://dx.doi.org/10.1007/bf01715578,,10.1007/bf01715578,,,0,,0
